Region,Channel,Event,Timestamp,animal.ID,Trial,index,Signal,Reference,dFF,zdFF
Region0R,560,FD,-16.799999999999955,B1757,6,6363,0.0309890773126067,0.016902196313961,0.0033475484060664362,-0.5853917090704994
Region0R,560,FD,-16.699999999999953,B1757,6,6364,0.0310700406288642,0.0168756992286404,0.0033389967121838157,-0.5879336629569423
Region0R,560,FD,-16.59999999999995,B1757,6,6365,0.0311340752517223,0.0168572984749455,0.003543284132124047,-0.5272101141260139
Region0R,560,FD,-16.49999999999995,B1757,6,6366,0.031095801684037,0.016852146263911,0.003104317279076697,-0.657691105779726
Region0R,560,FD,-16.39999999999995,B1757,6,6367,0.0310796090207855,0.0168786433492316,0.0021393778094782254,-0.9445151746244744
Region0R,560,FD,-16.299999999999947,B1757,6,6368,0.0310052699758582,0.0168396337513985,0.0019312473142238436,-1.0063810609109742
Region0R,560,FD,-16.199999999999946,B1757,6,6369,0.0311966378142849,0.0168690749573103,0.003358242796060753,-0.5822128480656128
Region0R,560,FD,-16.099999999999945,B1757,6,6370,0.03112818701054,0.0168705470176058,0.004534128274343221,-0.23268599378865445
Region0R,560,FD,-15.999999999999943,B1757,6,6371,0.0312253429900489,0.0169588706353412,0.004994788648014183,-0.0957566972942033
Region0R,560,FD,-15.899999999999942,B1757,6,6372,0.031350468115174,0.0169161808867691,0.005307545116065429,-0.002791194741696804
Region0R,560,FD,-15.79999999999994,B1757,6,6373,0.0313416357534005,0.0168756992286404,0.005265596251386274,-0.015260312680980437
Region0R,560,FD,-15.699999999999939,B1757,6,6374,0.0310590001766472,0.0167630866160278,0.005870280542272705,0.16447946804404093
Region0R,560,FD,-15.599999999999937,B1757,6,6375,0.0309905493729023,0.0167711829476535,0.006178501179888604,0.25609671468822864
Region0R,560,FD,-15.499999999999936,B1757,6,6376,0.0310729847494553,0.016816080786669,0.0059699727902890265,0.19411255603475144
Region0R,560,FD,-15.399999999999935,B1757,6,6377,0.0310428075133958,0.0168712830477536,0.006208683049401494,0.26506814439109955
Region0R,560,FD,-15.299999999999933,B1757,6,6378,0.0310626803273862,0.0168006241535653,0.00660846808452435,0.3839025107424871
Region0R,560,FD,-15.199999999999932,B1757,6,6379,0.0310428075133958,0.0167939998822352,0.006143080145504607,0.2455679659689588
Region0R,560,FD,-15.09999999999993,B1757,6,6380,0.0308639521874816,0.0168101925454867,0.004860982454070249,-0.13553000763417603
Region0R,560,FD,-14.999999999999929,B1757,6,6381,0.0308764646999941,0.0168315374197727,0.004558447960117352,-0.2254570727562661
Region0R,560,FD,-14.899999999999928,B1757,6,6382,0.0306968733439322,0.0166821232997704,0.004540394907621806,-0.2308232642480443
Region0R,560,FD,-14.799999999999926,B1757,6,6383,0.0307417711829477,0.0167380615910028,0.005003686413610384,-0.0931118750930852
Region0R,560,FD,-14.699999999999925,B1757,6,6384,0.0308065418359536,0.0168057763645999,0.005259198467060637,-0.01716202630104183
Region0R,560,FD,-14.599999999999923,B1757,6,6385,0.0309081139963493,0.0167741270682447,0.005347355260128547,0.00904219777797126
Region0R,560,FD,-14.499999999999922,B1757,6,6386,0.0313570923865042,0.0169029323441088,0.005838475696790612,0.15502561577914348
Region0R,560,FD,-14.39999999999992,B1757,6,6387,0.0311966378142849,0.0168742271683448,0.00701144392987273,0.5036853315831255
Region0R,560,FD,-14.299999999999919,B1757,6,6388,0.0310302950008832,0.0167667667667668,0.006325839301418199,0.29989233176527247
Region0R,560,FD,-14.199999999999918,B1757,6,6389,0.0309662603780251,0.01676235058588,0.006854107122511892,0.4569176485438396
Region0R,560,FD,-14.099999999999916,B1757,6,6390,0.0309581640463993,0.0167925278219396,0.007759327789376826,0.7259905624962529
Region0R,560,FD,-13.999999999999915,B1757,6,6391,0.0311075781664017,0.0167917917917918,0.0077932526854737495,0.7360745906039475
Region0R,560,FD,-13.899999999999913,B1757,6,6392,0.0307903491727021,0.0167733910380969,0.008153416741052128,0.84313179276773
Region0R,560,FD,-13.799999999999912,B1757,6,6393,0.0309552199258082,0.0167527821939587,0.008480858181830152,0.9404623397205049
Region0R,560,FD,-13.69999999999991,B1757,6,6394,0.0305665960077725,0.0166490019431196,0.007898061468899813,0.7672285465359612
Region0R,560,FD,-13.599999999999909,B1757,6,6395,0.0305805805805806,0.0166718188777012,0.00703917150609227,0.5119272332578498
Region0R,560,FD,-13.499999999999908,B1757,6,6396,0.0309883412824589,0.0167579344049932,0.007496068925879313,0.6477380080440845
Region0R,560,FD,-13.399999999999906,B1757,6,6397,0.0308764646999941,0.0167468939527763,0.00784404947329842,0.751173715292233
